id,gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
32329,Female,Urban,High School,5L-10L,0,6,6682,1,B,Gold,46728
42058,Male,Rural,Bachelor,2L-5L,1,5,4047,More than 1,B,Platinum,88404
7460,Female,Urban,High School,5L-10L,0,8,9516,More than 1,B,Gold,110100
11845,Male,Urban,High School,2L-5L,1,7,4076,More than 1,A,Gold,186552
36946,Female,Urban,Bachelor,2L-5L,0,7,4472,More than 1,B,Gold,88728
1288,Female,Urban,Bachelor,More than 10L,0,5,5931,1,A,Platinum,47244
36705,Male,Rural,Bachelor,5L-10L,1,1,0,1,A,Platinum,30684
71803,Male,Urban,Bachelor,5L-10L,1,8,4169,More than 1,A,Gold,64512
31151,Male,Rural,Bachelor,More than 10L,0,2,0,1,B,Platinum,42228
64276,Male,Rural,High School,2L-5L,1,2,0,1,B,Silver,51228
32934,Male,Rural,Others,5L-10L,0,6,0,1,B,Silver,31008
5485,Female,Urban,Bachelor,5L-10L,1,3,3897,1,A,Silver,57864
58061,Female,Urban,Others,2L-5L,0,1,6836,More than 1,C,Platinum,93492
40424,Male,Urban,Others,5L-10L,1,2,6617,1,A,Platinum,51012
9113,Male,Urban,Bachelor,2L-5L,0,4,6937,More than 1,C,Platinum,106260
48303,Male,Rural,High School,5L-10L,1,5,0,1,A,Gold,34728
1105,Male,Urban,High School,2L-5L,1,6,0,1,B,Platinum,33996
65040,Male,Urban,High School,5L-10L,1,5,2698,1,A,Gold,38448
47802,Male,Urban,High School,2L-5L,0,3,6437,More than 1,B,Platinum,97056
13935,Female,Rural,High School,2L-5L,0,2,4708,1,A,Platinum,55452
6122,Male,Rural,Bachelor,More than 10L,0,1,0,1,C,Silver,31704
88113,Female,Urban,Bachelor,2L-5L,0,2,6056,More than 1,C,Platinum,328944
56589,Male,Urban,Bachelor,5L-10L,1,0,2321,1,A,Silver,35040
14925,Female,Urban,Bachelor,<=2L,0,3,3588,More than 1,A,Platinum,253512
69410,Male,Urban,Bachelor,5L-10L,0,6,4115,More than 1,A,Gold,66252
8245,Female,Urban,Bachelor,2L-5L,1,5,4165,1,A,Platinum,47928
88993,Female,Urban,High School,5L-10L,1,1,4285,1,A,Gold,45120
65899,Female,Urban,Bachelor,2L-5L,1,4,2334,1,C,Silver,47256
33470,Female,Rural,High School,More than 10L,0,1,0,More than 1,B,Platinum,73968
43500,Male,Rural,High School,More than 10L,0,6,0,1,B,Silver,49800
22586,Male,Rural,Bachelor,5L-10L,1,6,3781,1,A,Platinum,51108
20498,Female,Rural,Bachelor,5L-10L,1,2,2713,More than 1,B,Platinum,291336
5180,Male,Urban,High School,2L-5L,0,8,9361,More than 1,B,Platinum,104424
586,Male,Urban,Bachelor,More than 10L,0,4,7533,More than 1,A,Gold,69360
76935,Female,Urban,Bachelor,2L-5L,1,7,6176,1,A,Platinum,36708
36799,Male,Urban,High School,2L-5L,1,7,6499,1,B,Platinum,40392
51835,Male,Urban,Bachelor,2L-5L,0,6,5387,More than 1,B,Silver,252012
54019,Female,Rural,High School,More than 10L,1,7,3044,More than 1,B,Silver,77952
85002,Female,Urban,High School,More than 10L,1,2,0,1,A,Gold,32556
39779,Male,Urban,Bachelor,5L-10L,1,6,5784,More than 1,A,Platinum,55848
64723,Male,Urban,High School,2L-5L,1,5,5312,1,C,Platinum,36060
86890,Male,Rural,Bachelor,2L-5L,1,8,0,1,A,Platinum,43452
69271,Male,Urban,Bachelor,5L-10L,1,6,5132,More than 1,A,Platinum,48936
52382,Male,Urban,High School,5L-10L,0,6,8104,More than 1,A,Platinum,188724
6018,Male,Rural,High School,5L-10L,1,7,0,1,B,Silver,34632
34214,Female,Urban,High School,5L-10L,0,8,6030,1,A,Silver,46092
19979,Male,Urban,Bachelor,5L-10L,1,1,6436,1,B,Gold,57588
18679,Female,Urban,Bachelor,5L-10L,1,8,2121,More than 1,B,Platinum,74520
56390,Male,Urban,Others,2L-5L,1,8,2306,More than 1,B,Silver,56640
83650,Female,Urban,Bachelor,5L-10L,1,6,2562,More than 1,A,Platinum,100884
6161,Male,Urban,High School,More than 10L,0,5,5402,1,A,Gold,32136
38446,Male,Rural,High School,More than 10L,1,6,0,More than 1,B,Silver,61104
4956,Female,Rural,High School,5L-10L,0,6,0,1,B,Platinum,47484
29603,Female,Urban,High School,More than 10L,1,6,0,1,A,Platinum,34500
3649,Male,Rural,Bachelor,2L-5L,1,0,3561,More than 1,B,Gold,64224
34735,Male,Rural,Bachelor,5L-10L,0,6,6533,More than 1,C,Silver,97656
28934,Male,Urban,Bachelor,5L-10L,1,7,6384,More than 1,A,Platinum,96408
14415,Female,Urban,High School,2L-5L,1,2,9224,More than 1,C,Platinum,143664
43682,Female,Urban,High School,5L-10L,1,5,7365,More than 1,A,Platinum,105600
8596,Female,Urban,High School,More than 10L,1,8,4097,1,B,Silver,49092
37067,Male,Rural,Bachelor,5L-10L,0,0,2113,More than 1,A,Gold,94680
16615,Male,Rural,Bachelor,More than 10L,0,0,5222,1,B,Gold,48312
45543,Male,Urban,High School,More than 10L,1,6,6516,More than 1,A,Platinum,98616
8219,Female,Urban,Bachelor,5L-10L,1,5,6559,More than 1,A,Platinum,108780
45838,Male,Urban,Bachelor,5L-10L,0,4,5244,1,A,Gold,31500
67768,Female,Urban,High School,5L-10L,1,6,7720,More than 1,A,Silver,69384
83070,Male,Urban,Bachelor,5L-10L,1,6,3531,More than 1,A,Gold,67032
72596,Female,Rural,Others,More than 10L,0,6,2805,1,A,Gold,54696
33623,Female,Urban,Bachelor,5L-10L,1,6,11102,More than 1,A,Gold,98916
84218,Male,Urban,High School,5L-10L,0,7,5364,More than 1,A,Platinum,220140
77220,Male,Urban,Bachelor,5L-10L,1,7,3837,More than 1,A,Platinum,369792
29908,Male,Urban,High School,5L-10L,0,3,0,More than 1,A,Platinum,111216
18974,Female,Urban,Bachelor,5L-10L,1,4,0,1,A,Gold,66864
42369,Male,Rural,Others,5L-10L,1,3,3172,More than 1,A,Platinum,59880
57501,Male,Urban,Bachelor,5L-10L,1,3,5656,1,A,Platinum,33588
65715,Female,Urban,High School,2L-5L,0,5,10878,More than 1,A,Silver,69516
75731,Male,Urban,Others,5L-10L,1,3,4372,1,C,Silver,51408
12116,Male,Urban,Bachelor,5L-10L,0,4,8015,More than 1,A,Platinum,64776
51628,Male,Urban,High School,5L-10L,1,1,6073,More than 1,C,Platinum,67080
9776,Male,Rural,Others,5L-10L,1,6,0,1,A,Silver,50484
12190,Male,Urban,High School,2L-5L,1,3,7218,More than 1,A,Gold,100764
61542,Female,Rural,High School,5L-10L,1,1,5642,1,C,Silver,65196
19396,Male,Rural,High School,5L-10L,1,1,0,1,A,Platinum,34704
39857,Female,Urban,Bachelor,2L-5L,1,7,6130,1,B,Platinum,65244
30272,Female,Urban,Bachelor,2L-5L,0,5,3564,More than 1,A,Gold,63192
27517,Male,Urban,Bachelor,5L-10L,1,6,5942,More than 1,A,Platinum,104232
58672,Male,Urban,Bachelor,2L-5L,1,3,11856,More than 1,B,Platinum,119964
66030,Female,Rural,High School,5L-10L,1,6,6957,1,B,Silver,40872
3287,Male,Rural,High School,More than 10L,1,4,3171,More than 1,A,Platinum,59028
84714,Male,Rural,Bachelor,5L-10L,1,8,0,More than 1,B,Silver,69768
47377,Female,Urban,Bachelor,5L-10L,1,3,4600,1,A,Platinum,34152
38314,Female,Urban,Bachelor,5L-10L,1,5,6310,More than 1,A,Silver,71040
24669,Male,Urban,Bachelor,5L-10L,1,4,0,1,C,Gold,52560
56181,Female,Rural,High School,More than 10L,1,3,0,1,A,Platinum,31284
38912,Male,Urban,High School,2L-5L,0,7,5321,1,B,Silver,37092
4054,Female,Urban,Bachelor,5L-10L,1,5,4674,1,A,Gold,34128
19764,Male,Rural,High School,More than 10L,0,0,2039,1,B,Silver,53400
68577,Female,Urban,Bachelor,5L-10L,1,7,3162,More than 1,B,Silver,69372
36175,Male,Urban,High School,5L-10L,0,3,4457,More than 1,A,Silver,104028
62842,Male,Urban,Bachelor,5L-10L,1,6,12207,1,B,Platinum,64404
35419,Male,Urban,High School,More than 10L,1,6,5166,1,A,Platinum,33492
18548,Male,Rural,Bachelor,5L-10L,0,1,0,More than 1,C,Platinum,63780
56148,Female,Rural,Bachelor,More than 10L,0,6,3783,More than 1,A,Platinum,75168
31885,Female,Urban,High School,More than 10L,0,1,3184,More than 1,A,Gold,98364
54280,Female,Urban,High School,More than 10L,1,7,6611,1,A,Silver,45384
53739,Male,Urban,High School,5L-10L,1,4,4823,1,A,Platinum,34068
72443,Male,Urban,Bachelor,<=2L,1,7,6421,More than 1,A,Platinum,126564
34975,Male,Urban,High School,2L-5L,1,2,6161,More than 1,A,Platinum,112956
8598,Female,Urban,High School,5L-10L,0,2,2386,More than 1,B,Silver,97116
50163,Male,Urban,High School,2L-5L,0,5,5491,1,B,Platinum,61140
52195,Male,Urban,Bachelor,5L-10L,0,2,9488,More than 1,A,Gold,270012
3687,Female,Rural,High School,5L-10L,0,6,5898,1,C,Platinum,61284
2650,Female,Urban,High School,2L-5L,0,4,0,More than 1,B,Silver,192204
83679,Female,Rural,High School,5L-10L,1,0,0,1,A,Silver,47304
61405,Female,Rural,Bachelor,2L-5L,0,6,2938,More than 1,B,Silver,66792
6711,Female,Rural,High School,5L-10L,1,7,3711,1,B,Silver,54624
67500,Male,Urban,Bachelor,5L-10L,1,5,7601,1,B,Platinum,52692
80343,Male,Rural,Bachelor,5L-10L,1,4,0,1,C,Gold,36600
17275,Female,Rural,Bachelor,2L-5L,1,7,0,1,B,Platinum,36936
27041,Male,Rural,High School,5L-10L,0,5,4448,1,A,Gold,45804
20678,Female,Urban,High School,More than 10L,1,3,3709,More than 1,A,Gold,137688
42234,Female,Rural,Bachelor,5L-10L,0,6,3096,More than 1,A,Platinum,99948
78507,Male,Urban,Bachelor,2L-5L,0,4,5906,1,B,Silver,44412
16520,Female,Rural,High School,5L-10L,0,7,0,1,B,Platinum,37908
56951,Male,Urban,High School,5L-10L,1,1,5124,1,A,Platinum,34704
65440,Female,Urban,High School,5L-10L,0,7,3135,1,B,Gold,51540
78068,Female,Rural,High School,2L-5L,0,8,0,More than 1,B,Platinum,63240
43697,Female,Urban,High School,More than 10L,0,6,5445,1,A,Gold,35328
20007,Male,Urban,Bachelor,5L-10L,0,2,4628,More than 1,A,Gold,71484
12891,Male,Urban,High School,2L-5L,0,7,2225,More than 1,B,Platinum,97392
65109,Male,Urban,Bachelor,2L-5L,0,2,5976,1,A,Gold,38112
72424,Male,Rural,High School,2L-5L,0,8,2175,More than 1,A,Gold,151956
5835,Male,Urban,Bachelor,<=2L,0,5,4457,1,A,Silver,61500
71339,Male,Urban,Bachelor,5L-10L,0,8,16505,More than 1,A,Gold,70884
65712,Female,Urban,High School,5L-10L,0,4,3693,More than 1,A,Platinum,66396
21481,Male,Urban,Others,More than 10L,1,6,3401,More than 1,A,Platinum,69468
49775,Male,Urban,Bachelor,5L-10L,0,5,5476,1,A,Silver,32376
83092,Male,Rural,Bachelor,5L-10L,1,6,0,More than 1,A,Platinum,62400
88529,Male,Rural,Bachelor,5L-10L,1,7,2257,More than 1,B,Silver,73188
78204,Male,Rural,Bachelor,2L-5L,1,5,0,More than 1,A,Gold,117960
44848,Male,Urban,High School,More than 10L,1,2,3787,More than 1,A,Gold,89856
302,Female,Urban,High School,5L-10L,1,1,0,More than 1,A,Silver,624216
41223,Female,Rural,High School,5L-10L,0,4,0,1,C,Gold,34752
33183,Male,Urban,Bachelor,5L-10L,1,2,0,More than 1,B,Gold,59676
16470,Male,Urban,Bachelor,5L-10L,1,6,11749,More than 1,A,Silver,71052
45479,Male,Urban,High School,5L-10L,0,4,4147,1,A,Platinum,54204
59750,Female,Urban,Bachelor,More than 10L,0,3,7203,More than 1,A,Platinum,178272
78285,Male,Urban,Bachelor,5L-10L,1,4,4892,1,C,Silver,31512
81178,Male,Urban,High School,2L-5L,0,6,3700,1,A,Gold,49380
53643,Female,Urban,Others,5L-10L,0,4,4019,1,A,Platinum,50244
83559,Female,Urban,Bachelor,5L-10L,1,0,3657,More than 1,B,Platinum,71076
19178,Male,Urban,Bachelor,5L-10L,1,7,6014,More than 1,A,Gold,72720
53186,Female,Rural,High School,5L-10L,0,5,10146,1,A,Platinum,54228
47671,Male,Urban,Bachelor,2L-5L,1,5,2986,1,C,Platinum,46572
27610,Female,Urban,High School,5L-10L,1,4,4753,1,A,Gold,31860
11224,Male,Urban,High School,5L-10L,1,1,6339,1,A,Platinum,57228
40456,Male,Rural,Bachelor,More than 10L,0,5,0,More than 1,B,Platinum,63528
76962,Male,Urban,High School,5L-10L,0,6,4126,1,A,Silver,52680
1129,Female,Urban,Bachelor,5L-10L,1,4,3445,More than 1,B,Platinum,63924
34884,Male,Rural,Others,5L-10L,0,1,2107,1,B,Gold,29328
171,Male,Rural,Bachelor,More than 10L,1,5,2280,More than 1,A,Platinum,103740
2006,Male,Urban,High School,5L-10L,1,6,0,1,C,Platinum,30516
64368,Male,Urban,Bachelor,2L-5L,0,7,6186,More than 1,B,Gold,86580
23817,Male,Urban,Bachelor,2L-5L,1,6,7044,More than 1,B,Silver,90984
29612,Male,Urban,Others,2L-5L,1,5,6014,More than 1,A,Platinum,111048
18803,Female,Rural,High School,More than 10L,1,3,0,More than 1,A,Gold,99324
16986,Male,Urban,High School,5L-10L,1,2,5940,1,A,Silver,34272
236,Male,Urban,Bachelor,5L-10L,0,7,2363,1,A,Platinum,33612
50459,Female,Urban,High School,5L-10L,1,6,0,More than 1,C,Silver,266736
73511,Male,Urban,High School,5L-10L,0,4,7125,1,A,Silver,54360
2706,Male,Urban,High School,2L-5L,1,7,6858,More than 1,C,Platinum,111900
16082,Male,Urban,High School,<=2L,1,6,6125,1,A,Platinum,49824
44730,Male,Urban,Bachelor,2L-5L,1,4,0,1,A,Silver,33384
10131,Female,Urban,High School,2L-5L,1,0,11110,More than 1,A,Gold,96984
50390,Male,Urban,Bachelor,5L-10L,1,6,0,More than 1,B,Silver,63516
31325,Male,Rural,Bachelor,5L-10L,1,6,2915,1,A,Platinum,55284
28374,Female,Urban,High School,5L-10L,0,0,7926,More than 1,A,Silver,115464
41713,Female,Rural,Bachelor,More than 10L,0,6,2205,1,A,Silver,35904
49432,Female,Rural,Bachelor,More than 10L,0,1,3292,More than 1,B,Platinum,106368
48717,Male,Urban,High School,More than 10L,0,4,3988,1,A,Gold,41112
25368,Male,Urban,Bachelor,2L-5L,1,7,4160,1,B,Gold,40944
66095,Male,Urban,Bachelor,5L-10L,1,1,8217,1,A,Platinum,46008
85888,Male,Urban,Bachelor,5L-10L,0,3,3966,More than 1,C,Platinum,62028
9423,Male,Urban,High School,5L-10L,1,5,6295,More than 1,A,Silver,53724
77949,Female,Urban,High School,5L-10L,1,2,4657,1,B,Gold,37716
22064,Female,Urban,High School,5L-10L,1,4,2421,More than 1,A,Silver,109536
16803,Female,Urban,Bachelor,More than 10L,1,5,2256,More than 1,B,Silver,67428
74742,Male,Urban,Bachelor,5L-10L,1,7,0,More than 1,A,Platinum,137364
69589,Male,Urban,High School,5L-10L,0,6,0,1,A,Platinum,37212
62529,Female,Rural,High School,5L-10L,1,0,0,More than 1,B,Platinum,65412
47931,Male,Urban,Bachelor,2L-5L,1,0,5119,1,A,Platinum,34032
73637,Female,Rural,High School,5L-10L,0,4,6387,1,A,Silver,48828
8109,Female,Urban,High School,More than 10L,0,8,5141,1,A,Gold,44304
25792,Male,Rural,High School,5L-10L,1,4,2788,More than 1,B,Platinum,66672
29002,Male,Urban,High School,5L-10L,1,4,5859,1,A,Platinum,59568
11030,Male,Rural,High School,More than 10L,1,2,2834,1,C,Gold,30096
2283,Male,Urban,Bachelor,More than 10L,0,0,3115,1,A,Gold,30744
62331,Male,Rural,Bachelor,More than 10L,0,7,3782,1,B,Platinum,53232
34824,Male,Rural,Bachelor,5L-10L,1,1,2232,1,A,Platinum,51744
5137,Male,Rural,Bachelor,More than 10L,1,5,2583,1,C,Silver,62532
5748,Female,Urban,Bachelor,5L-10L,1,5,3877,More than 1,A,Platinum,64332
6363,Female,Urban,High School,5L-10L,1,7,6543,More than 1,A,Gold,106236
74167,Male,Urban,Bachelor,5L-10L,0,7,5589,More than 1,A,Platinum,257520
77858,Male,Urban,Bachelor,5L-10L,0,6,10558,1,A,Platinum,47136
87069,Male,Urban,High School,5L-10L,1,6,2170,1,A,Gold,34176
45118,Female,Urban,Others,5L-10L,1,4,3635,More than 1,B,Silver,61704
71459,Male,Urban,High School,5L-10L,0,4,5994,More than 1,B,Gold,100992
16022,Male,Rural,High School,5L-10L,0,6,2675,1,B,Platinum,45360
73779,Female,Rural,Bachelor,5L-10L,1,4,4383,1,A,Platinum,32496
67950,Male,Urban,High School,5L-10L,1,8,3862,More than 1,A,Platinum,99396
42424,Female,Urban,Bachelor,5L-10L,1,2,6940,More than 1,A,Platinum,473004
76256,Female,Urban,High School,5L-10L,1,6,6425,1,C,Platinum,51480
2977,Male,Urban,Bachelor,2L-5L,0,5,5551,1,A,Silver,46512
43870,Male,Urban,High School,5L-10L,0,2,6359,1,A,Platinum,35136
51746,Female,Urban,High School,5L-10L,1,2,9097,1,A,Silver,30000
37390,Male,Rural,Bachelor,More than 10L,0,5,0,More than 1,B,Platinum,68148
71753,Male,Rural,Bachelor,5L-10L,1,7,0,1,A,Gold,51480
66705,Male,Urban,Bachelor,2L-5L,1,6,6481,1,A,Silver,70524
9050,Female,Urban,High School,5L-10L,1,6,6467,1,A,Gold,60588
81124,Male,Rural,Bachelor,5L-10L,1,2,0,1,A,Silver,35796
27829,Female,Urban,High School,5L-10L,1,7,0,1,A,Platinum,42120
78331,Male,Urban,High School,2L-5L,1,6,3753,More than 1,A,Silver,135204
83907,Male,Rural,Bachelor,5L-10L,1,7,0,More than 1,B,Silver,62856
22795,Male,Urban,Bachelor,5L-10L,1,7,7738,1,A,Silver,42168
68948,Male,Urban,High School,More than 10L,1,2,4296,More than 1,A,Platinum,97164
56196,Male,Rural,High School,More than 10L,1,5,2454,More than 1,A,Platinum,62496
85787,Female,Urban,Bachelor,5L-10L,1,8,3872,1,A,Silver,37212
74393,Male,Rural,Others,5L-10L,0,5,0,1,B,Silver,33612
13795,Male,Rural,Bachelor,5L-10L,1,6,2062,More than 1,B,Platinum,77772
32963,Female,Rural,Others,5L-10L,1,5,5162,1,B,Silver,33888
57785,Male,Urban,High School,<=2L,1,4,0,1,A,Silver,31452
328,Female,Urban,High School,5L-10L,1,3,5686,1,B,Platinum,71292
85195,Female,Urban,Bachelor,5L-10L,0,1,3782,More than 1,A,Platinum,110136
47166,Female,Rural,High School,5L-10L,1,7,0,More than 1,A,Silver,107508
17389,Female,Urban,Bachelor,2L-5L,0,8,4861,More than 1,B,Silver,101076
15639,Male,Urban,High School,2L-5L,1,2,0,More than 1,B,Silver,138672
56,Male,Rural,High School,5L-10L,1,1,3170,1,C,Platinum,49404
11822,Male,Rural,Bachelor,5L-10L,1,6,0,More than 1,A,Platinum,98724
10443,Male,Rural,High School,2L-5L,1,4,0,1,A,Gold,45396
3574,Male,Rural,High School,More than 10L,1,3,0,More than 1,B,Platinum,60312
2072,Male,Urban,Bachelor,5L-10L,1,3,6372,1,A,Gold,31908
12651,Male,Urban,Bachelor,More than 10L,0,6,5127,1,A,Platinum,32196
44603,Male,Urban,Bachelor,5L-10L,1,1,3078,More than 1,B,Silver,71760
59528,Male,Urban,High School,More than 10L,1,4,2100,1,A,Gold,34524
75824,Male,Urban,Bachelor,5L-10L,1,6,6122,1,A,Platinum,46668
34986,Female,Urban,High School,5L-10L,1,8,4452,More than 1,A,Platinum,312288
56028,Male,Rural,High School,5L-10L,1,6,2642,1,A,Gold,53448
7660,Female,Urban,Bachelor,2L-5L,0,6,6334,More than 1,A,Gold,64512
87895,Male,Urban,Bachelor,2L-5L,1,6,4048,More than 1,A,Platinum,68208
1798,Female,Urban,High School,More than 10L,0,5,2607,More than 1,A,Silver,102672
5990,Male,Rural,Bachelor,5L-10L,1,8,0,1,C,Gold,32724
38516,Female,Rural,High School,5L-10L,0,5,2598,More than 1,B,Platinum,72072
58248,Female,Rural,Bachelor,5L-10L,0,7,0,1,A,Silver,38724
72609,Male,Urban,Bachelor,2L-5L,1,6,5288,More than 1,A,Platinum,102744
39209,Female,Urban,High School,5L-10L,1,1,7223,More than 1,A,Gold,93096
38227,Female,Urban,Bachelor,<=2L,1,6,7291,1,B,Platinum,46512
17143,Female,Urban,High School,5L-10L,0,0,12662,1,B,Gold,53568
41408,Male,Rural,High School,More than 10L,1,5,5220,1,A,Gold,38064
57150,Female,Rural,Bachelor,5L-10L,0,4,3292,1,A,Silver,39696
86029,Female,Urban,High School,2L-5L,0,2,4193,More than 1,A,Gold,106848
1058,Female,Rural,High School,5L-10L,1,7,4440,More than 1,A,Silver,99708
71662,Female,Urban,High School,2L-5L,1,1,5752,1,A,Gold,47508
2699,Female,Rural,Bachelor,5L-10L,1,6,0,1,A,Silver,56388
4934,Female,Urban,High School,5L-10L,0,4,5142,More than 1,A,Platinum,101628
73657,Female,Rural,Bachelor,5L-10L,1,8,0,More than 1,B,Platinum,68760
74401,Female,Rural,Bachelor,More than 10L,1,7,2034,1,B,Silver,63900
53951,Male,Urban,Bachelor,2L-5L,0,6,0,1,B,Platinum,43512
35561,Female,Urban,High School,5L-10L,1,8,4077,1,B,Silver,58944
28512,Male,Urban,Bachelor,2L-5L,1,6,2400,More than 1,A,Silver,162024
58995,Female,Urban,High School,5L-10L,1,3,9251,1,A,Platinum,43416
79610,Female,Rural,High School,More than 10L,0,5,5869,1,C,Gold,36504
60243,Female,Rural,Bachelor,2L-5L,1,6,0,More than 1,B,Silver,74232
72468,Male,Urban,Bachelor,5L-10L,1,1,2068,1,C,Silver,35268
5509,Female,Urban,High School,<=2L,1,7,5248,More than 1,A,Silver,119160
72711,Male,Rural,High School,5L-10L,1,3,3852,More than 1,A,Platinum,86388
27171,Male,Rural,Bachelor,2L-5L,1,6,3878,More than 1,B,Platinum,67404
61654,Female,Rural,High School,5L-10L,0,6,0,More than 1,C,Platinum,79668
27561,Male,Rural,High School,5L-10L,0,7,3220,More than 1,A,Platinum,75240
31806,Male,Urban,High School,5L-10L,1,6,12587,More than 1,A,Silver,104148
37264,Female,Urban,High School,5L-10L,0,7,6700,More than 1,A,Platinum,105432
14041,Female,Rural,Bachelor,More than 10L,1,4,0,More than 1,A,Platinum,65976
82650,Male,Urban,High School,5L-10L,0,7,6943,1,A,Platinum,42192
8742,Female,Rural,Bachelor,5L-10L,1,7,0,More than 1,A,Gold,74496
1236,Male,Urban,High School,5L-10L,1,7,6317,1,B,Platinum,40716
70981,Male,Rural,High School,5L-10L,1,0,0,1,B,Platinum,31560
13350,Male,Urban,High School,5L-10L,0,4,2125,More than 1,B,Platinum,279060
79556,Female,Urban,Bachelor,5L-10L,0,7,5465,1,A,Platinum,51420
86122,Male,Urban,Bachelor,2L-5L,1,3,3943,1,C,Gold,47160
30208,Female,Rural,High School,5L-10L,1,3,2475,More than 1,A,Platinum,71244
43219,Female,Urban,Bachelor,5L-10L,0,3,6072,More than 1,A,Platinum,99648
48264,Male,Urban,Bachelor,2L-5L,0,2,3365,More than 1,A,Platinum,98748
34298,Male,Urban,Bachelor,More than 10L,0,2,0,More than 1,B,Silver,72144
75582,Female,Urban,High School,5L-10L,1,0,3191,More than 1,C,Gold,86412
1069,Female,Urban,Bachelor,5L-10L,0,6,10491,More than 1,C,Silver,68460
76458,Male,Rural,Bachelor,More than 10L,0,4,0,1,C,Silver,38712
78787,Female,Urban,High School,5L-10L,0,0,7714,1,A,Platinum,52476
28364,Female,Urban,Bachelor,5L-10L,1,6,2064,1,A,Platinum,41568
17703,Female,Urban,High School,5L-10L,0,2,2225,More than 1,A,Gold,44040
42421,Male,Urban,Bachelor,2L-5L,0,5,5772,1,A,Gold,30504
9798,Female,Rural,High School,More than 10L,0,5,0,More than 1,A,Platinum,37764
71749,Female,Urban,Others,5L-10L,1,8,6790,1,A,Gold,57456
34210,Female,Urban,High School,2L-5L,0,5,5080,More than 1,A,Platinum,130620
51718,Female,Urban,High School,5L-10L,1,2,3447,More than 1,A,Gold,197556
75669,Male,Urban,High School,5L-10L,1,3,5927,1,A,Silver,36276
64457,Female,Rural,Bachelor,More than 10L,1,1,0,1,C,Gold,35616
61525,Male,Urban,High School,2L-5L,0,6,5586,More than 1,B,Silver,36684
41483,Female,Urban,High School,2L-5L,1,5,6199,1,A,Silver,33468
56213,Male,Urban,Bachelor,2L-5L,0,6,6068,More than 1,B,Silver,338124
59311,Male,Urban,High School,5L-10L,1,2,6513,1,A,Platinum,35004
48559,Male,Rural,High School,5L-10L,1,7,0,1,B,Gold,35532
41496,Male,Rural,Bachelor,5L-10L,0,6,3003,More than 1,A,Silver,88848
43903,Male,Urban,Bachelor,5L-10L,1,3,3807,More than 1,A,Silver,90636
21962,Female,Urban,Others,5L-10L,1,8,6094,1,A,Silver,54096
21760,Female,Urban,High School,5L-10L,1,4,2952,More than 1,B,Gold,74436
35317,Male,Urban,Bachelor,<=2L,0,2,5412,1,A,Silver,60852
79440,Female,Rural,Bachelor,5L-10L,1,5,0,1,A,Gold,53532
9472,Male,Urban,High School,2L-5L,1,7,0,More than 1,C,Silver,70200
60110,Female,Rural,Others,5L-10L,1,2,0,More than 1,C,Gold,63624
49126,Male,Urban,Bachelor,More than 10L,0,6,0,More than 1,B,Gold,67860
1989,Female,Rural,High School,5L-10L,0,1,6561,1,A,Platinum,39336
20432,Female,Urban,Bachelor,5L-10L,0,4,2335,More than 1,B,Silver,116424
26619,Male,Rural,Bachelor,5L-10L,1,4,3547,1,B,Silver,50280
12380,Male,Urban,Bachelor,5L-10L,1,6,6910,More than 1,B,Platinum,48744
86654,Male,Rural,Bachelor,5L-10L,1,3,5041,More than 1,A,Platinum,95520
12980,Male,Urban,High School,5L-10L,0,6,0,More than 1,B,Gold,64296
54479,Male,Rural,High School,5L-10L,0,7,0,More than 1,B,Platinum,100044
72899,Male,Urban,High School,5L-10L,0,4,7129,More than 1,B,Gold,73332
24709,Female,Urban,High School,5L-10L,0,3,4198,1,B,Gold,33972
32407,Female,Rural,Bachelor,More than 10L,0,7,0,More than 1,B,Gold,103092
30515,Male,Urban,High School,2L-5L,1,2,5776,1,A,Gold,29532
59396,Male,Rural,High School,5L-10L,1,6,3488,1,A,Platinum,48120
45253,Female,Urban,High School,2L-5L,0,7,4778,1,B,Platinum,46416
31127,Male,Urban,High School,5L-10L,0,7,3985,1,A,Silver,47580
34919,Male,Urban,High School,2L-5L,0,7,4021,1,B,Platinum,47976
20793,Male,Urban,Bachelor,5L-10L,1,8,6909,1,B,Platinum,43176
16036,Female,Urban,High School,5L-10L,0,6,8902,1,B,Silver,51240
24619,Female,Rural,High School,2L-5L,0,2,3521,More than 1,B,Gold,103284
10294,Female,Urban,High School,More than 10L,0,5,4879,1,A,Gold,35460
75440,Female,Urban,Bachelor,More than 10L,0,4,5251,More than 1,B,Silver,124692
241,Male,Urban,High School,5L-10L,0,3,7171,More than 1,C,Platinum,94980
61414,Male,Rural,Bachelor,More than 10L,1,0,0,1,A,Gold,73992
30372,Male,Urban,High School,5L-10L,1,2,10102,1,A,Silver,49104
24820,Female,Urban,Bachelor,5L-10L,0,5,6144,1,A,Platinum,64200
37032,Female,Urban,High School,5L-10L,0,7,12792,1,A,Gold,50688
56770,Male,Urban,Bachelor,5L-10L,1,6,6249,1,C,Platinum,50928
167,Female,Urban,High School,5L-10L,1,7,3810,More than 1,A,Gold,153648
81090,Female,Urban,Bachelor,5L-10L,0,6,5731,1,A,Platinum,44556
21160,Male,Urban,Others,5L-10L,1,7,5302,1,A,Gold,33888
